1000,0.022888,2.013266
2000,0.045776,4.026532
4000,0.091553,8.053064
8000,0.183105,16.106127
16000,0.366211,29.826162
32000,0.732422,59.652324
64000,1.464844,111.076740
128000,2.929688,204.522252
256000,5.859375,343.597384
512000,11.718750,560.213126
1024000,23.437500,585.677359
2048000,46.875000,307.240582
4096000,93.750000,264.985129
8192000,187.500000,227.046729
16384000,375.000000,205.541805
32768000,750.000000,177.169131
65536000,1500.000000,175.365368
131072000,3000.000000,177.907306
262144000,6000.000000,181.503704
524288000,12000.000000,127.003805
1048576000,24000.000000,70.585394
2097152000,48000.000000,50.972883
